title,meta_tags
Sweet Charity,comedy drama music romance broken engagement charity celebrity tragic love dancehall girl based on stage musical based on film taxi dancer charity continues faith human race despite apparently endless disappointment hand hope finally meet nice young man romance away sleazy life maybe handsome oscar one
Inherent Vice,comedy romance crime drama mystery based on novel 1970s private investigator smoking marijuana los angeles 1960s los angeles turn 1970s drug fueled detective larry doc sportello investigates disappearance ex girlfriend
Doogal,family story doogal adorable candy loving mutt go mission save world
Battle of the Year,music drama musical 3d luck coach hired prepare team best american dancer international tournament attracts crew around world american fifteen year
An American Carol,comedy fantasy terrorist parody documentary filmmaker sattire american carol cynical anti hollywood filmmaker set crusade abolish 4th july holiday visited three spirit take hilarious journey attempt show true meaning america
Machete Kills,action crime thriller mexico white house nuclear missile machete outer space ex federale agent machete recruited president united state mission would impossible mortal man must take madman revolutionary eccentric billionaire arm dealer hatched plan spread war anarchy across planet
Willard,horror bad bos evil mother revenge humiliation obedience desperate companionship repressed willard befriends group rat inhabit late father deteriorating mansion furry creature find temporary refuge daily abuse hand bedridden mother old partner frank soon becomes clear brood rodent ready willing exact vicious deadly revenge anyone dare bully sensitive new master
Strange Wilderness,comedy tv show bigfoot rating dropping wilderness themed tv show two animal fan go andes search bigfoot
Topsy-Turvy,comedy drama music prostitute musical biography telephone call cigar smoking drink gilbert and sullivan gilbert and sullivan 's princess ida piano duet lyricist exhibition production princess ida meet less stunning review relationship gilbert sullivan strained breaking friend associate attempt get two work together open way mikado one duo greatest success
Little Boy,comedy drama war japanese world war ii spirituality eight year old boy willing whatever take end world war ii bring father home story reveals indescribable love little son
A Dangerous Method,drama thriller based on novel psychoanalysis sigmund freud biography spanking based on play cigar smoking cheating husband based on true event seduced challenge impossible case driven dr carl jung take unbalanced yet beautiful sabina spielrein patient weapon method master renowned sigmund freud men fall spell
A Scanner Darkly,animation science fiction thriller california detective based on novel dream undercover cocaine brain exam future test dystopia assignment cyberpunk drug surveillance totalitarian corporation substance schizophrenic condition neo-noir undercover cop distant future becomes involved dangerous new drug begin lose identity result
Chasing Mavericks,drama wave surfing sport mentor protégé relationship santa cruz california surfer jay moriarity set ride northern california break known maverick
Alone in the Dark,action fantasy horror thriller detective monster professor island museum darkness alien life-form paranormal artifact slow motion scene flashback sequence zombie based on video game occultism edward carnby private investigator specializing unexplainable supernatural phenomenon case delve dark corner world searching truth occult remnant ancient civilization greatest mystery past become dangerous case ever faced
Bandslam,comedy drama family music new jersey musical battle of the band teenager rock band high school social outcast popular girl bond shared love music
Birth,drama mystery thriller loss of husband reincarnation friend little boy independent film wedding took anna 10 year recover death husband sean verge marrying boyfriend joseph finally moving however night engagement party young boy named turn saying dead reincarnated first ignores child knowledge former life uncanny leading believe might telling truth
A Most Violent Year,crime drama thriller corruption capitalism winter american dream immigrant business ethic truck oil lawyer new york city loan shark coat tunnel 1980s husband wife relationship truck hijacking bank loan thriller set new york city winter 1981 statistically one violent year history centered life immigrant family trying expand business capitalize opportunity rampant violence decay corruption day drag threaten destroy built
Passchendaele,drama romance war history nurse battle platoon veteran recruitment sergeant michael dunne fight 10th battalion aka fighting tenth 1st canadian division participated major battle war set record highest number individual bravery award single battle
Flash of Genius,drama biography david v goliath drama based true story college professor robert kearns greg kinnear go giant auto industry fail give credit inventing intermittent windshield wiper doggedly pursues recognition invention well much deserved financial reward sake wife lauren graham six kid
I'm Not There.,drama music rock and roll music style success john f. kennedy advancement bob dylan rock biography music beatnik motor-bike accident six actor portray persona music legend bob dylan scene depicting various stage life chronicling rise unknown folksinger international icon revealing constantly reinvented
The Cold Light of Day,action thriller kidnapping spying government young american uncovers conspiracy attempt save family kidnapped vacation spain
The Brothers Bloom,adventure comedy drama romance con man estafa brother bloom best con men world swindling millionaire complex scenario lust intrigue decided take one last job showing beautiful eccentric heiress time life romantic adventure take around
"Synecdoche, New York",drama new york man-woman relation writer theater director struggle work woman life attempt create size replica new york inside warehouse part play
Princess Mononoke,adventure fantasy animation fight wolf village and town iron pan wild boar territory friendship princess good v evil anime ashitaka prince disappearing ainu tribe cursed demonized boar god must journey west find cure along way encounter san young human woman fighting protect forest lady eboshi trying destroy bring balance conflict
Bon voyage,comedy drama foreign isabelle adjani gerard depardieu star director jean paul rappenau amusing farce set eve world war ii follows intersecting life four parisian cope impending invasion city german force french government brace impact young writer vain movie politician scientist examined attempt deal evade spy
Can't Stop the Music,comedy music camp disco woman director village people movie village people filmed documentary style
The Proposition,action adventure crime drama thriller western gallows australia psychopath outlaw misanthrope gang shootout sadist brutality violence hideout retribution flogging whipping sunset aborigine savagery set australian outback 1880s movie follows series event following horrific rape murder hopkins family allegedly committed infamous burn brother gang captain morris stanley capture charlie give 9 day kill older dangerous psychopathic brother else hang younger mentally slow christmas day
My All American,drama american football biography sport championship freddie steinmark underdog gridiron face toughest challenge life leading team championship season
Marci X,comedy jewish american princess forced take control hard core hip hop record label try rein one controversial rapper
Equilibrium,action science fiction thriller resistance fascism totalitarian regime destroy phasing dystopia book burning outlaw government agent dystopian future totalitarian regime maintains peace subduing populace drug display emotion punishable death man charge enforcing law rise overthrow system
The Children of Huang Shi,drama war based on true story duringcreditsstinger young british journalist george hogg assistance courageous australian nurse save group orphaned child japanese occupation china 1937
The Yards,drama action thriller crime corruption subway infiltration criminal rail yard queen contractor repair rebuild city subway car contract lucrative graft corruption rife leo handler get prison find aunt married frank olchin one big battling minority owned firm
The Oogieloves in the Big Balloon Adventure,family schluufy birthday oogieloves goobie zoozie toofie along friend j edgar windy window ruffy organizing party shh secret everything going perfectly trip loses last five magical balloon lovelyloveville oh oogiloves set find time save friend way meet interesting character indeed including dotty rounder cloris leachman bobby wobbly carey elwes milky marvin chazz palminteri rosalie rosebud toni braxton lola lero sombero christopher lloyd jaime pressly new help recover get back cottage celebrate surprise
By the Sea,drama romance france hotel 1970s grief travel unhappiness marriage problem woman director set france mid 1970s vanessa former dancer husband roland american writer travel country together seem growing apart linger one quiet seaside town begin draw close vibrant inhabitant local bar caf keeper hotel owner
Steamboy,animation fantasy science fiction england inventor ball boy industrial revolution kugel steampunk energy 19th century steam receiving package grandfather rei young inventor living england mid 19th century life thrown disarray contains steam ball device incredible power letter asking guard must evade capture nefarious hara foundation anything steal use mean
The Game of Their Lives,drama sport based true story film tell tale 1950 u soccer team odds beat england 1 0 city belo horizonte brazil although yet world cup title family tradition passion shaped life player made underdog
All Good Things,drama mystery thriller crime romance difficult childhood patriarch childhood trauma dysfunctional marriage newly discovered fact court record speculation used elaborate true love story murder mystery notorious unsolved case new york history
Rapa Nui,adventure in love with enemy indigenous island inter tribal rivalry lead competition erect huge statue moai record time make take part race retrieve egg sooty tern reward winning rule island one year
CJ7,comedy drama family fantasy science fiction little boy ufo extraterrestrial ti really poor construction worker struggle keep son dicky private school mistake orb find junkjard toy prof much young boy start play
The Visitors II: The Corridors of Time,comedy fantasy mephisto french revolution time travel leap in time knight wedding middle age sequel visitor reunites u lovable ruffian french medieval age magic transported present often drastic consequence godefroy de montmirail travel today recover missing family jewel sacred relic guarantor wife fertility confrontation repellent servant jack crack descendent effete jacquart day owner chateau complicates matter
Dylan Dog: Dead of Night,action comedy horror mystery science fiction thriller detective vampire supernatural zombie werewolf ghoul supernatural private eye dylan dog seek monster louisiana bayou signature red shirt black jacket blue jean
People I Know,drama thriller drug addiction press release from prison woman 's prison party exzess independent film drug intrigue new york press agent must scramble major client becomes embroiled huge scandal
The Tempest,drama fantasy shakespeare sword island frog sorcery banishment spirit storm staff woman director sorceress loincloth adaptation play william shakespeare prospera female version prospero usurped ruler milan banished mysterious island daughter using magical power draw enemy exact revenge
Regression,horror mystery thriller investigation memory loss minnesota 1990 detective bruce kenner investigates case young angela accuses father john gray unspeakable crime unexpectedly without recollection admits guilt renowned psychologist dr raines brought help relive memory discover unmasks horrifying nationwide mystery
Three Kingdoms: Resurrection of the Dragon,action history drama warrior woman number in title aging zhao embarks final greatest campaign road adventure crown name glory time
Butterfly on a Wheel,crime drama thriller chicago infidelity man-woman relation revenge sociopathic kidnapper methodically push desperate pair parent absolute breaking point
Zambezia,comedy animation adventure family falcon bird origin set bustling bird city edge majestic victoria fall zambezia story kai nave high spirited young falcon travel discovers truth origin defending learns part community
Ramanujan,drama history mathematician biography prodigy ramanujam math genius prodigious indian mathematician overcome poverty prejudice make mark help british mentor
Dwegons,animation family inherits old house surprise find home filled wonderful colorful creature brings together
Hands of Stone,drama legendary roberto duran equally trainer ray arcel change life
Survivor,thriller new year 's eve fire showdown terrorist embassy hand grenade truck laboratory on the run orphan death cigarette lighter microscope hazmat suit foreign service officer london try prevent terrorist attack set hit new york forced go run framed crime commit
The Frozen Ground,thriller crime gun escape serial killer man hunt hunting alaska state trooper partner young woman escaped clutch serial killer robert hansen bring murderer justice based actual event
The Painted Veil,drama romance china cholera foreign aid epidemic loveless marriage british medical doctor fight cholera outbreak small chinese village also trapped home loveless marriage unfaithful wife
The Baader Meinhof Complex,action crime drama history thriller terror raf 1970s der baader meinhof komplex depicts political turmoil period 1967 bloody deutschen herbst 1977 movie approach event based stefan aust standard work die rote armee fraktion raf story center leadership self named anti fascist resistance state violence andreas ulrike gudrun ensslin
Dances with Wolves,adventure drama western countryside based on novel suicide attempt culture clash loss of family deserter interpreter language barrier self-discovery dakota buffalo chief unsociability freedom native american 19th century lakota wounded civil war soldier john dunbar try commit suicide becomes hero instead reward assigned dream post remote junction western frontier soon make unlikely friend local sioux tribe
Bad Teacher,comedy classroom teacher school workplace humor lazy incompetent middle school teacher hate job student forced return make enough money boob rich fianc dump
Sea of Love,drama crime mystery new york alcohol sex detective newspaper nudity suspect police murder suspense serial killer neo-noir seen new york detective frank keller unsettled done twenty year force could retire come term wife leaving colleague joining officer another part town investigate series murder linked lonely heart column find getting seriously possibly dangerously involved helen one main suspect
A Cinderella Story,comedy jealousy cinderella work step mother high school school party orphan teenager disguise american football player teenage romance step sister modern fairy tale sam montgomery tomboyish unpopular girl school text messaging somebody named nomad month asks meet halloween dance 11 00 middle floor problem must get back diner ran wicked stepmom fiona 12 sharp supposed found leave best friend carter driving night everything life go wacko
Scream,crime horror mystery halloween gore serial killer slasher tabloid news reporter self-referential meta film killer known ghostface begin killing teenager body count rising one girl friend find contemplating rule horror film living real life
Thir13en Ghosts,horror thriller hunter nanny nudity collector house supernatural hell uncle revenge lawyer inheritance blood psychic violence devil trapped machine evil glass arthur two child kathy bobby inherit uncle cyrus estate glass house serf prison 12 ghost family accompanied nanny attorney enter find trapped inside evil machine designed devil powered dead open eye hell aided dennis ghost hunter rival kalina right activist set free group must get alive
The Shining,horror thriller hotel isolation hotelier colorado maze bartender ax delusion loneliness caretaker vision snow writer alcoholic snowed in off season jack torrance accepts caretaker job overlook hotel along wife wendy son danny must live isolated rest world winter prepared madness lurks within
Back to the Future,adventure comedy science fiction family clock tower car race terrorist delorean lightning guitar plutonium sport car inventor journey in the past time travel race against time partner misfit mad scientist fish out of water teenage love destiny hidden identity odd couple escapade disorder chase and race love and romance teenage life misfit partner changing the past or future getting home invention and discovery eighty teenager marty mcfly accidentally sent back time 1955 inadvertently disrupting parent first meeting attracting mother romantic interest must repair damage history rekindling romance help eccentric inventor friend doc brown return 1985
House on Haunted Hill,horror mystery thriller lunatic asylum aftercreditsstinger remake 1959 film name millionaire offer group diverse people 1 000 spend night haunted house horrifying past
I Can Do Bad All By Myself,drama comedy aunt duringcreditsstinger madea catch sixteen year old jennifer two younger brother looting home decides take matter hand delivers young delinquent relative aunt april heavy drinking nightclub singer life raymond married boyfriend want nothing kid
Fight Valley,action drama new jersey martial art sister sport murder mixed martial art justice underground fighting gym ultimate fighting championship tory coro turn dead neighborhood silent rumor became yet another victim small town known fight valley sister windsor move begin investigation mysterious death week lead police quick learn fought money make end meet girl next door going way find truth jab miesha tate swore would never throw punch find training survive painful unexpected path take every corner alley doorway must follow last footstep order come face killer
The Switch,comedy romance drama alcohol single parent baby restaurant aquarium sperm little boy male female relationship pregnant artificial insemination unmarried 40 year old woman turn turkey baster order become pregnant seven year later reunites best friend living secret replaced preferred sperm sample
Just Married,comedy venice france prison fire europe married couple honeymoon castle just married chewing gum marriage police vacation tom leezak sarah mcnerney fall love plan get married despite opposition uptight rich family chance prove wrong go european honeymoon run disaster decide whether hell pre marital mistake worth throwing away marriage
The Devil's Double,drama action thriller crime war palace impostor pervertion chilling vision house saddam hussein come life eye man forced become double sadistic son
Thomas and the Magic Railroad,animation drama family science fiction mr conductor supply magic gold dust allows travel shining time thomas island critically low unfortunately know get meanwhile fending attack nasty diesel engine getting require help c slacker cousin new friend lily morose grandfather plus secret engine
The Crazies,mystery horror action terror biological weapon cover-up splatter duringcreditsstinger virus four friend find trapped small hometown discover neighbor going quickly horrifically insane
Spirited Away,fantasy adventure animation family witch parent kid relationship magic twilight darkness village and town bath house pig ghost world biology train amusement park yokai japanese mythology anime ten year old girl wanders away parent along path lead world ruled strange unusual monster like animal changed pig others inside bathhouse full creature ever see
Firestorm,action crime robbery street war gun battle rogue cop crew seasoned criminal led notorious nam armed high powered weapon pull another smooth violent armored car heist broad daylight crowded street whoever try get way show mercy put police force shame humiliation hardboiled senior inspector lui hot trail tight determines put end madness cause life innocent people soon come face cruel reality usual tactic futile send thief behind bar extreme crime requires justice even mean crossing moral line tou ex con desperate leave criminal past volunteer snitch exchange fresh start girlfriend bing little know hellish situation getting
The Bounty,action drama history female nudity exotic island mutiny lake nudity sailing ship adventure tahiti murder pregnancy great barrier reef sailor native people storm at sea whipping british sailor based on true event fiji familiar story lieutenant bligh whose cruelty lead mutiny ship version follows effort fletcher christian get men beyond reach british retribution epic voyage loyalist safely east timor tiny lifeboat
The Book Thief,drama world war ii book nazi germany jewish subjected horror wwii germany young liesel find solace stealing book sharing others stair home jewish refuge sheltered adoptive parent
Sex Drive,comedy adventure romance sex jealousy virgin nudity community friendship high school road trip friend romance redneck loss of virginity hitchhiker teen movie boyfriend pickup knoxville high school senior drive cross country best friend hook babe met online
Leap Year,romance comedy taxi bar wale marriage proposal airplane pub cow wedding ring wedding proposal cardiologist ireland cliff yet another anniversary pass without marriage proposal boyfriend anna decides take action aware celtic tradition allows woman pop question feb 29 plan follow lover dublin ask marry fate however wind side emerald isle handsome surly declan irishman may lead road true love
The Fall of the Roman Empire,drama history roman empire ancient rome drawn event later inspired gladiator film chart power hungry greed father son betrayal led rome collapse bloody hand barbarian
Take Me Home Tonight,comedy drama romance becoming an adult lie night sister job party friend deception best friend recent mit grad matt franklin topher grace well way successful career fortune 500 company instead rebel maturity taking job video store rethink position unrequited high school crush torus teresa palmer walk invite end summer party help twin sister anna faris best friend dan fogler hatch plan change course life
Won't Back Down,drama based on true story two determined mother one teacher look transform child failing inner city school facing powerful entrenched bureaucracy risk everything make difference education future
The Nutcracker,family fantasy music ballet christmas eve little girl named marie cohen fall asleep party home dream fantastic world toy become larger life meet nutcracker prince culkin defends mouse king
Kansas City,thriller drama music crime politician kansa city election jazz music robert altman story riff race class power cross cut two kidnapping background corrupt politics virtuoso jazz music take place kansa city 1934
Indignation,drama based on novel jewish life ohio 1950s 1951 marcus messner working class jewish student new jersey attends small ohio college struggle anti semitism sexual repression ongoing korean war
The Amityville Horror,horror thriller drama holy water long island remake family dinner paranormal violence wood chopping backwards tortured to death moving in based on supposedly true story family terrorized demonic force moving home site grisly mass murder
Adaptation.,comedy crime drama alligator marriage crisis writer 's block orchid love lorn script writer grows increasingly desperate quest adapt book orchid thief
Land of the Dead,horror cage dystopia survivor zombie zombie apocalypse world full zombie survivor barricaded inside walled city keep living dead wealthy hide skyscraper chaos rule street rest must find way stop evolving breaking
Out of Inferno,action hottest day 50 year serious fire incident happened busy commercial tower gaggle fighter indestructible enthusiasm going save life
Fear and Loathing in Las Vegas,adventure drama comedy gonzo journalist sweaty face fake identity wedding chapel grapefruit cadillac convertible gibberish corvette stingray police convention hallucinogenic misadventure sportswriter raoul duke samoan lawyer dr gonzo three day romp los angeles la vega motoring across mojave desert way sin city purple haze passenger ingest cornucopia drug ranging acid ether
The Invention of Lying,comedy romance fantasy set world concept lying exist loser change lot invents us get ahead
Neighbors,comedy alcohol baby party family fraternity fraternity house neighbor neighbor relationship bathroom humor couple newborn baby face unexpected difficulty forced live next fraternity house
The Mask,romance comedy crime fantasy dual identity bank mockery green balloon jail cell norse mythology timid bank clerk stanley ipkiss discovers magical mask containing spirit norse god loki entire life change wearing becomes supernatural playboy exuding charm confidence allows catch eye local nightclub singer tina carlyle unfortunately influence also robs anger junior crime lord dorian tyrell whose goon get blamed heist
Big,fantasy drama comedy romance family baseball co-worker bronx pinball machine toy maker duet job promotion homesick new toy quarter unplugged electronic work yankee stadium bronx new york city walking on piano key wish fulfillment bunk bed woman director young boy josh baskin make wish carnival machine big wake following morning find granted body grown older overnight still 13 year old inside must learn cope unfamiliar world ups including getting job first romantic encounter woman strange
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,comedy male nudity usa california prostitute journalist rodeo kazakhstan demeanor course chicken driving school anti semitism bear mockumentary reporter aftercreditsstinger duringcreditsstinger kazakh journalist borat sagdiyev travel america make documentary zigzag across nation meet real people situation hysterical consequence backwards behavior generates strong reaction around exposing prejudice hypocrisy american culture
Legally Blonde,comedy harvard law school black female judge smart blonde girl power elle wood president sorority hawaiian tropic girl miss june campus calendar natural blonde date cutest fraternity boy want nothing mr warner huntington iii one thing stopping popping question
Star Trek III: The Search for Spock,science fiction action adventure thriller admiral kirk bridge crew risk career stealing decommissioned enterprise return restricted genesis planet recover spock body
The Exorcism of Emily Rose,crime drama horror thriller epilepsy possession teenage girl spirit umbrella cross prosecutor catholicism negligent homicide archdiocese agnostic malnutrition burning psychotic epileptic disorder younger girl called emily rose carpenter dy everyone put blame exorcism performed father moore wilkinson prior death priest arrested suspicion murder trail begin lawyer erin bruner linney representing going easy one want believe say true
Deuce Bigalow: Male Gigolo,comedy fish aquarium carnival house callboy vacation illegal prostitution deuce bigalow less attractive luck aquarium cleaner one day wreck house gigolo need quick money repair way make become taking unusual mix female client encounter couple problem though fall love sleazy police officer hot trail
Left Behind,thriller action science fiction airplane the rapture remake pilot hero small group survivor left behind million people suddenly vanish rapture world plunged chaos destruction
The Family Stone,comedy drama romance holiday christmas uptight conservative businesswoman accompanies boyfriend eccentric outgoing family annual christmas celebration find fish water free spirited way life
Barbershop 2:  Back in Business,comedy drama blaxploitation continuing adventure barber calvin barbershop gina stylist beauty shop next door trying cut buisness struggling keep father tradition alive time urban developer looking replace mom amp pop establishment name brand chain world change thing never go style current event politics relationship love still say anything want
Bad Santa,drama comedy crime holiday elf christmas party department store safe drink little people christmas eve christmas miserable conman partner pose santa little helper rob department store christmas eve run problem befriends troubled kid security bos discovers plot
Austin Powers: International Man of Mystery,science fiction comedy crime android undercover missile group therapy airplane dancing scene time travel penthouse apartment judo trapdoor clowning telescope swinging james bond spoof swinging 60 aftercreditsstinger duringcreditsstinger swingin fashion photographer day groovy british superagent night austin power 60 shagadelic spy baby stop megalomaniac dr evil bald villain freeze unthaws 90 help sexy sidekick vanessa kensington might
My Big Fat Greek Wedding 2,romance comedy family comedy wedding continuing adventure portokalos family follow 2002 comedy big fat greek wedding
Diary of a Wimpy Kid: Rodrick Rules,family comedy based on novel middle school back middle school summer vacation greg heffley older brother rodrick must deal parent misguided attempt bond
Predator,science fiction action adventure thriller central and south america predator alien stalking invisible commando 3d dutch group commando hired cia rescue downed airman guerilla central american jungle mission go well return find something hunting nearly invisible blend forest taking trophy body victim along occasionally seeing eye audience see intelligent alien hunter sport killing one time
Amadeus,drama history music italy composer opera talent musician marriage crisis god murder vienna austria envy 18th century incredible story genius musician wolfgang amadeus mozart told flashback peer secret rival antonio salieri confined insane asylum
Prom Night,crime horror aunt remake blood on shirt slasher death of family masturbation kicked in the face renovation black stereotype chest donna senior prom supposed best night life though sadistic killer past different plan friend
Mean Girls,comedy female friendship high school fish out of water best friend teenager popularity gossip teen comedy high school rivalry new girl at school cady heron hit plastic list girl clique new school make mistake falling aaron samuel ex boyfriend alpha plastic regina george
Under the Tuscan Sun,comedy drama romance depression toscana recreation author divorce woman director rough divoce france 35 year old book editor san francisco take tour tuscany urging friend whim buy bramasole run villa tuscan countryside begin piece life together starting find sometimes unexpected way giving everything wanted
Gosford Park,drama mystery thriller servant money shooting party multiple storylined drama set 1932 showing life upstairs guest downstairs servant party country house england
Peggy Sue Got Married,comedy drama fantasy romance time travel high school reunion peggy sue faint highschool reunion wake find past finished school
Birdman,drama comedy time square superhero long take new york city play broadway actor fading actor best known portrayal popular superhero attempt mount comeback appearing broadway play opening night approach become altruistic rebuild career reconnect friend family prove difficult expected
Blue Jasmine,comedy drama san francisco sister sister relationship new york city rich narcissism xanax jasmine french used top heap new york socialite returning estranged sister san francisco utterly ruined struggle haunting memory privileged past bearing dark reality ignored try recover present unfortunately prof losing battle narcissistic hangups consequence begin overwhelm old pretension deceit foul everyone life especially
United 93,drama history crime thriller action airplane hijacking terror cell emergency landing war on terror real time account event united flight 93 one plane hijacked 9 11 crashed near shanksville pennsylvania passenger foiled terrorist plot
Honey,romance music family new york dancing hip-hop dream dance blackmail harassment career video teacher business sabotage choreographer club harlem youth center honey daniel jessica alba dream making name hip hop choreographer busy hitting downtown club friend teach dance class nearby community center harlem n way keep kid street think hit jackpot meet hotshot director david moscow cast one music video start demanding sexual favor make decision change life
Spy Hard,action comedy atomic bomb spoof james bond spoof evil gen rancor sight set world domination one man stop dick steele also known agent wd 40 need obtain computer circuit missile planning fire team veronique ukrinsky kgb whose father designed chip together try locate mastermind headquarters several hostage held
The Fog,horror prophecy sea beach gold small town beheading sword narration fog leprosy ship lighthouse church strange thing begin occurs tiny california coastal town prepares commemorate centenary inanimate object spring eerily life rev malone stumble upon dark secret founding radio announcer stevie witness mystical fire hitchhiker elizabeth discovers mutilated corpse fisherman mysterious iridescent fog descends village people start die
Soul Surfer,action drama competition based on novel shark attack surfing biography sport duringcreditsstinger soul surfer inspiring true story teen bethany hamilton lost left arm shark attack courageously overcame odds become champion sheer determination unwavering faith annasophia robb born surf natural talent took wave young age leading idyllic life kauai participating national competition best friend alana lorraine nicholson everything changed halloween morning 14 foot tiger came nowhere seemed shatter dream reveals fight recover ordeal grappled question future strengthened love parent tom dennis quaid cheri helen hunt supported youth group leader sara carrie underwood refuse give begin bold return water
Catch-22,war comedy drama world war ii island bomber pianosa american bombardier world war ii try desperately escape insanity however sometimes sane way cope crazy situation catch 22 parody military mentality bureaucratic society general
Observe and Report,comedy crime drama robbery unrequited love security guard mall bi polar mall security guard ronnie barnhardt called action stop flasher turning shopper paradise personal peep show bring culprit justice surly police detective recruited close case
Conan the Destroyer,adventure fantasy action swordplay sword magic warrior woman lone wolf wizardry royalty barbarian sword and sorcery based character created robert e howard fast paced occasionally humorous sequel conan barbarian feature hero arnold schwarzenegger commissioned evil queen taramis sarah douglas safely escort teen princess olivia abo powerful bodyguard wilt chamberlain far away castle retrieve magic horn dagon unknown plan sacrifice return inherit kingdom kill fail take consideration strength cunning ability sidekick eccentric wizard akiro mako wild woman zula grace jones inept malak tracey walter together ally must defeat mortal supernatural foe voyage sword sorcery land
Raging Bull,drama transporter jealousy violent husband paranoia boxer biography fistfight broken nose sport domestic violence extreme violence over-the-hill fighter jake lamotta step boxing ring obliterates opponent prizefighter treat family friend way ticking time bomb ready go moment though want love something always seems come perhaps violent bout paranoia jealousy kind rage helped make champ real life wind alone
Love Happens,drama romance hotel florist forest grief seminar motivational speaker dr burke ryan successful self help author motivational speaker secret help thousand people cope tragedy personal loss secretly unable overcome death late wife meet fiercely independent florist named eloise forced face past demon
Young Sherlock Holmes,action adventure crime drama family mystery thriller london england school friend religion and supernatural sherlock holmes murder aftercreditsstinger sherlock holmes dr watson meet boy english boarding school known deductive ability even youth amazing classmate ability discover plot murder series british business men egyptian cult move stop
Fame,music comedy drama romance musical duringcreditsstinger updated version 1980 musical centered student new york academy performing art
127 Hours,adventure drama thriller mountain despair adventure utah alone canyon climbing based on true story rescue survival escape true trapped boulder adventurer flashback climber isolated hiker very little dialogue true story mountain climber aron ralston remarkable adventure save fallen boulder crash arm trap isolated canyon utah
Small Time Crooks,action comedy crime bank restaurant role of woman bank robber wife pizzeria pizza keks independent film bank robbery hoodlum loser crook wife strike rich botched bank job cover business becomes spectacular success
Center Stage,drama music new york competition dancer dance ball career ballet dancer music entrance examination ballet dance teacher group 12 teenager various background enroll american ballet academy new york make dancer one deal problem stress training getting ahead world dance
Love the Coopers,comedy family big family family relationship family woman director christmas four generation cooper clan come together annual christmas eve celebration series unexpected visitor unlikely event turn night upside leading toward surprising rediscovery family bond spirit holiday
Catch That Kid,family action adventure bank robbery athletic 12 year old maddy kristen stewart share enthusiasm mountain climbing father tom sam robards unfortunately suffers spinal injury scaling mount everest family unable afford surgery save decides get money operation robbing high security bank relies skill help geeky friend max thieriot corbin bleu pull successfully
Life as a House,drama father son relationship house cancer drug divorce ex-wife unemployment man diagnosed terminal cancer take custody misanthropic teenage son quality time mean getting high engaging small prostitution avoiding father
Steve Jobs,drama history biography computer father daughter relationship apple computer steve job based on true event set backstage three iconic product launch ending 1998 unveiling imac steve job take u behind scene digital revolution paint intimate portrait brilliant man epicenter
"I Love You, Beth Cooper",comedy romance virgin cheerleader graduation high school aspen friend in the closet teenager popularity based on young adult novel popular girl nerdy teenager denis cooverman paul rust harbor secret crush beth cooper hayden panettiere hottest girl high school graduation speech let cat bag declares love instead dissing show house later day promise show time life
Youth in Revolt,drama comedy romance based on novel coming of age duringcreditsstinger nick twisp michael cera teen taste finer thing life like sinatra fellini fall hopelessly love beautiful free spirited sheeni saunders portia doubleday family vacation geography jealous ex lover conspire keep two apart abandon dull predictable develops rebellious alter ego franois ascot moustache cigarette stop nothing lead path destruction unpredictable consequence
The Legend of the Lone Ranger,action adventure romance western lone ranger wild bill hickok buffalo bill the lone ranger young texas ranger john reid sole survivor ambush arranged militaristic outlaw leader butch cavendich rescued old childhood comanche friend tonto recovers wound dedicates life fighting evil represents end becomes great masked western hero lone help pair go rescue president grant take hostage
The Tailor of Panama,drama thriller dancing spy birthday map firework bridge secret agent president child independent film debt swimming political band british spy banished panama affair ambassador mistress make connection local tailor nefarious past connection top political gangster figure also wife work panamanian president huge debt mission learn intends canal
Blow Out,drama mystery thriller audio tape hitman presidential election noise yell politics faithlessness jack terry master sound recordist work grade b horror movie late one evening recording sound use hears something unexpected equipment record curiosity get better medium become involved begin unravel piece nefarious conspiracy struggle survive shadowy enemy expose truth know trust
Getaway,action crime former race car driver brent magna hawke pitted clock desperately trying save life kidnapped wife commandeers custom ford shelby gt500 super snake taking unwitting owner gomez high speed time command mysterious villain holding hostage
The Ice Storm,drama based on novel 1970s thanksgiving dysfunctional family independent film weekend thanksgiving 1973 hood skidding control benjamin hood reel drink trying think trouble office wife elena reading self help book losing patience husband lie son paul home holiday escape city pursue alluring rich girl prep school young budding nymphomaniac wendy roams neighborhood innocently exploring liquor cabinet lingerie drawer friend parent looking something new ice storm hit worst century
And So It Goes,comedy drama romance grandfather granddaughter relationship neighbor wealthy elderly estrangement self centered realtor enlists help neighbor suddenly left charge granddaughter never knew existed estranged son drop home
Troop Beverly Hills,adventure comedy family wilderness teen angst beverly hill housewife middle divorce try find focus life taking daughter wilderness girl troop
Being Julia,comedy drama romance julia lambert true diva beautiful talented weathly famous including devoted husband mastermined brilliant career year shining spotlight begin suffer severe case boredom longs something new exciting put twinkle back eye find exactly looking handsome young american fan long novelty fling add spark hoping fortuately surprise twist plot trust greatest role life
Nine 1/2 Weeks,drama romance sexual obsession prostitute woman 's sexual identity broker gallery owner sadomasochism erotic story woman assistant art gallery get involved impersonal affair man barely know life sex game play relationship begin get complicated
